title,description,amount_usd,goal_usd,duration_days,cover_image,url,image_labels,binary
Pit Stop meets Community Cats - Spay / Neuter!,"Pit Stop meets Community Cats – Please help us to spay / neuter community pets in need!  Every donation will help save countless lives!


The Pit Stop program is a free spay / neuter program offered to the Paterson, NJ community to decrease the growing culture of Pit bull breeding and fighting.  We have recently implemented a Community Cats program that goes hand-in-hand with Pit Stop, offering a free spay / neuter program aimed at low income families to decrease the unintentional breeding and abandonment of cats.  Every $150 saves another dog, and every $75 saves another cat from a life of trauma.


This area is low income and is saturated with dog breeding and fighting, overwhelmingly with Pit bulls.  The number of stray and feral cats is shocking, as breeding is overwhelmingly unintentional and due to a lack of spay / neuter resources.  The lack of resources and humane education has created a growing and already large problem.


Pit bull puppies and kittens are handed out on the street or sold.  Many end up in animal control, and many more end up on the streets, tied in yards or involved in dog fighting (cats / kittens are sadly used as bait).  It has been our experience that very few are spayed or neutered.  The lack of spay / neuter also creates additional concerns medically and behaviorally causing families to surrender their pets or put them outside. 


Many residents are open to spay / neuter options but are not actively seeking these options.  That is where WE come in.  Participants will have their pets picked up and brought to a veterinarian for a spay or neuter, as many residents do not have access to transportation.  RBARI will provide any other needed medical care, returning the pet with food and supplies to continue to build our relationship with the community.  


The goal is to promote proper humane education and decrease breeding.  Over time our hope is to change the outlook of the community with regards to animal welfare.  This program will save hundreds of dogs and cats from a live of pain and suffering.

Please make a donation now - no amount is too small!",4580.0,5000.0,2326.0,https://images.gofundme.com/b_W6RcZrznKPYY_bdALQN8HFRjw=/1200x900/https://d2g8igdw686xgo.cloudfront.net/39396960_155849651777562_r.jpeg,https://www.gofundme.com/f/8egm2d-pit-stop-meets-community-cats-spay-neuter?qid=24b7fcc1b75d583a5827127644c1df23,"Dog, Vertebrate, Carnivores, Snout, Mesh, Canidae, Working animal, Pet Supply, Animal shelter, Dog Supply",1
Support Francesca's Mission to Save Two Little Souls,"Help Me Give These Abandoned Sisters a Healthy Start in Life!

Hi, my name is Francesca, and recently I came across two little souls in desperate need — sisters, about 3–4 months old, found huddled together on the side of state road 408. Scared, underweight, and alone, they were clearly dumped and left to fend for themselves. I couldn’t turn my back on them.

I brought them home to safety, and now I’m doing everything I can to give them the love and care they deserve — but I need your help.",255.0,600.0,64.0,https://images.gofundme.com/tXnO3nxaNPGV6EZgf_wgAmyfPRM=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93187533_1753891423814307_r.png,https://www.gofundme.com/f/support-francescas-mission-to-save-two-little-souls?qid=db1df4815572813bdc727e97ce0d912e,"Dog, Vertebrate, Carnivores, Snout, Puppy, Working animal, Canidae, Pet Supply, Gun dog, Labrador Retriever",0
Food And Medical Care For Our Dogs Shelter,"We are Musana Animal Shelter from Uganda . Support our dog shelter with food and medical care for our furry friends! Your donation will provide nutritious meals and essential veterinary services, ensuring our rescued dogs stay healthy and happy. Every dollar helps give these pups a second chance!",,,58.0,https://images.gofundme.com/uC1E2z3yCg6r0AZSfOzfHXQ6BEQ=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93396443_1754434915737507_r.png,https://www.gofundme.com/f/food-and-meeical-care-for-my-dogs?qid=8dbb1d69a9c640018f0c886ef3ef1c83,"Dog, Carnivores, Snout, Street dog, Canidae, Working animal, Food, Ancient dog breeds, Dog Supply",0
Granny Rose Animal Shelter,"Want to join me in making a difference? I'm raising money to benefit Tri-County Animal Protection League, (Granny Rose Animal Shelter) and any donation will help make an impact. These funds will help support the dogs and cats at Granny Rose, by supplying food, medical care, and other items needed to keep these animals happy and healthy while they wait for their fur-ever home! Thanks in advance for your contribution!",,,1998.0,,https://www.gofundme.com/f/granny-rose-animal-shelter?qid=ddf8620626e07595da539a804bd34b9a,No image URL,0
Support Jules' Recovery: Urgent Vet Care Needed,"If you've ever met my Jules, she already loves you. We got her as an 8-week-old puppy to help Carter adjust to his big brother moving out. Well, 10 years later, she has been the best friend anyone could ask for. But now, instead of her helping us through everything, she needs some help. I hate asking anyone for help, but I've exhausted my savings and I don't know what else to do. Jules started getting sick about a week ago and has gone downhill really fast. After lots of X-rays and blood tests, she has been diagnosed with pancreatitis. The vet says she needs to be hospitalized with IV fluids to even stand a chance. This will get pretty expensive and I just don't have it. I can't even afford to put her to sleep if I need to. After everything she's done for me when I needed her, I have to at least try. She deserves it. She still has a lot of years left and a ton of love left to give. Anything over what is needed for vet bills will be donated to a local animal shelter. Thanks for taking the time to read this, and if you can't donate, maybe you could just share this on your social media? Thank you.",868.0,1000.0,58.0,https://images.gofundme.com/dIKthGhZksUytUD-W_9iQ88O1dA=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93394983_1754431827117265_r.png,https://www.gofundme.com/f/support-jules-recovery-urgent-vet-care-needed?qid=44fddf1546ad54ab55343e8b2894382c,"Dog, Carnivores, Vertebrate, Snout, Working animal, Collar, Black, Dog collar, Pet Supply, Terrestrial animal",0
Help Jewel Beat Cancer!,"One of my long time “extra moms”, mentors, all of the above, has reached out about her baby girl, Jewel. Karrie is not one to ask for help, but sweet Jewel has been diagnosed with Lymphoma. Karrie and her husband are HUGE animal lovers who have been rescuing for years. They adopted Jewel from Saint Francis Animal Shelter in South Carolina after losing one of their other rescues, Sadie.

Poor Jewel went into the vet thinking she had an infection with a bug bite, leaving with a much more devastating diagnosis. They believe she has a high chance of beating the cancer with five treatments, going every few weeks. These treatments are going to cost around $1300 each. They have done extensive research with multiple vets on the best treatment for her and this is it.

I know times are tough for a lot of people, but if you can spare any amount to go towards helping Jewel beat cancer- we would be furever grateful!",1175.0,2400.0,58.0,https://images.gofundme.com/-nBagONkx0YeT3bPbiJ-R8_bmHg=/1200x900/https://d2g8igdw686xgo.cloudfront.net/92921097_1753921474699336_r.png,https://www.gofundme.com/f/4aq8ep-help-jewel-beat-cancer?qid=3e05da99384bba523046eac5ff850c53,"Dog, Vertebrate, Linens, Carnivores, Working animal, Bed sheet, Snout, Bedding, Bedroom, Canidae",0
Donate to support the Jackson County Animal Shelter,"Hi, Ward Plumbing, Heating and Air is raising funds for the Jackson County Animal Shelter, a compassionate organization devoted to the care and well-being of animals in our community. Every day, they provide safe shelter, medical care, and second chances to pets in need across Western North Carolina.

Your support can directly impact the lives of countless animals by helping the shelter:

Provide food, clean water, and safe housing to stray, abandoned, and surrendered pets.
Offer vital medical treatment, vaccinations, and spay/neuter services.
Promote pet adoption and responsible pet ownership throughout the region.",1000.0,1500.0,69.0,https://images.gofundme.com/TVkahTnwCI95fMbpRVNZfNk0zEc=/1200x900/https://d2g8igdw686xgo.cloudfront.net/92915295_1753459716935269_r.png,https://www.gofundme.com/f/mum32-support-jackson-county-animal-shelter?qid=89f3e1bb4bfa911b551bc32aee2292c7,"Dog, Carnivores, Vertebrate, Snout, Dog collar, Pet Supply, Collar, Working animal, Whiskers, Tongue",0
Animal shelter,"Hjelp oss gi flere dyr et trygt hjem

Rasee Animal Shelter er en liten organisasjon med et stort hjerte. Hver dag jobber vi for å redde, rehabilitere og gi hjemløse dyr en ny sjanse. Nå har vi et viktig mål: å bygge ut vårt shelter slik at vi kan hjelpe enda flere dyr i nød.

Med din støtte kan vi gi varme, trygghet og kjærlighet til flere firbente venner. Hver krone teller – sammen kan vi utvide og redde liv. ❤️
Tusen takk for at du bryr deg!",19.0,9500.0,103.0,https://images.gofundme.com/Q0p_DfxMHtvRh5cFBXBZc-UnQhA=/1200x900/https://d2g8igdw686xgo.cloudfront.net/92026693_1750523018113380_r.png,https://www.gofundme.com/f/cx5mr3-animal-shelter?qid=43b6eefde238ba0f0965bb1291951d6c,"Dog, Carnivores, Advertising, Banner, Logo, Canidae, Poster, Pet Supply, Dog Supply, Kennel club",0
Gender Affirming Surgery,"Hey! I'm Julie and I'm trying to raise money for my gender affirming surgery. It's one of the more intimate ones so I won't go into crazy detail on here but if you're curious or got questions about it, feel free to ask me anything on my Discord: juliexy

Luckily but unfortunately I got my approval for coverage of the bigger part way faster than I anticipated, around the same time my lifes financial situation took a turn and left me in a position where I am unable to put anything aside.

Should this change however and I'm in a position to put aside some money for it again, I plan to donate any excess money to either a local animal shelter or a queer club.
Alternatively I'd just try to give the fund to someone else in my position to help them instead.

I hope you're doing well, thank you for your time reading this and enjoy your day ! ♥",378.0,2310.0,73.0,https://images.gofundme.com/vs8hynOWCfGzi_IQ9mVI2tedcGc=/1200x900/https://d2g8igdw686xgo.cloudfront.net/92905399_1753105861739134_r.jpg,https://www.gofundme.com/f/r4g95-gender-affirming-surgery?qid=db1df4815572813bdc727e97ce0d912e,"Cat, Felidae, Felinae, Carnivores, Kitten, Snout, Whiskers, Munchkin cat, Paw, Domestic short-haired cat",0
Support Supplies for Underfunded Animal Shelter,"I am a high schooler trying to raise funds so an underfunded animal shelter is able to have the supplies they need. If you are able to help, please do!",,,7.0,https://images.gofundme.com/rj4YNeLcJZAHnbRdsOMSOOU2bjs=/1200x900/https://d2g8igdw686xgo.cloudfront.net/95192141_1759326706241793_r.png,https://www.gofundme.com/f/support-supplies-for-underfunded-animal-shelter?qid=89f3e1bb4bfa911b551bc32aee2292c7,"Eyewear, Dog, Glasses, Vision Care, Sunglasses, Snout, Goggles, Working animal, Fur, Whiskers",0
Save Almost Home Animal Shelter,"Almost Home animal shelter is on the verge of closing its doors and needs EVERYONES help to stay open and save lives!

You may not be aware but Almost Home has taken over for the city of Southfield Animal control back in 2006 where over 80% of dogs and cats were euthanized prior to us being here. Almost Home has proven to the community that we can function as a true Never-kill shelter with only 28 kennels and lack of space, working in run-down conditions, we managed to make it work for over 12 years.

Founded by a mother and daughter they made it their mission to embrace the never-kill philosophy and managed to save more than 5,000 dogs and cats from euthanasia and helped them find loving, fur-ever homes with proper medical care and rehabilitation.

The shelter runs strictly donations, and relies heavily on staff and volunteers. Unfortunately, donations and adoption fees have not been enough to cover the expenses involved in maintaining the shelter. We are in the biggest deficit we have ever been in, and struggling not to close our doors.

We are so grateful for the new renovations currently being done at our building by the city of Southfield, but this project has taken 9 months, and created the inability to focus on fundraising. Our yards have been removed and has forced us to walk each individual dog in the most brutal winter as well as blistering summer. Many of our staff members have become burnt out, leading to exhaustion, frustration, and emotional distress.

Being used to seeing our dogs run around in the yard enjoying life, and getting exercise and attention, is no longer and has upset us all putting us in a sense of helplessness and despair. Several long term staff have left Almost Home due to the difficult working conditions. We have had to hire extra help causing our payroll to sky rocket. Management and the founders have had to step in and focus the majority of their time caring for the dogs and cats, and creating extra special events to get them adopted instead of raising money and keeping up with our social media sites.

Since we moved to a temporary location there has been many dogs feeling the stress of the move as well leading them to fighting with each other, breaking out of their kennels, diarrhea, depression and confusion.

This location has no internet, no phones, and many people are unaware of where we are, creating less communication for donations. We miss our everyday donors who would come to our shelter to greet our dogs, cats, and staff bringing us monetary donations as well as physical donations. Many of these people were so impressed with our shelter and our hard work that they would do fundraisers themselves at their place of employment, birthday parties, bar/bat mitzvahs, and the list goes on.

April May and June are our most dry times for donations...passing the holiday months where people are more giving. Putting together the chaos of the 9 months and the dry season has put us into financial debt.

Funds will be used to cover operating expenses, veterinary bills, supplies, advertising, food, medications, rental of the cat trailer and the storage unit, etc. and ensure the survival of the shelter.

If you help, you will not only be saving the shelter but the thousands of abandoned dogs and cats who might never receive a second chance at life without the help from Almost Home.

Please share this campaign to help spread the message. We care for over 80 + dogs and cats at one given time. Our vets won’t see us anymore if we do not pay our bills. Please help!

We are on the verge of closing down as our medical expenses has risen. All of our vets are asking for money and we simply cannot pay them which means we may have to close down. Our payroll has sky rocketed due to our circumstances of needing extra help. We appreciate our volunteers for all their hard work and compassion for Almost Home. However, they cannot be consistent as they have to work and support their families.

We are now at our new renovated shelter begging for funds to keep it going. We are begging for your help! We don’t want to let our animals down and we know you don’t want to either.

Please if you can help make your tax-deductible donation today! Almost home thanks you from the bottom of our heart!",15401.0,75000.0,2661.0,https://images.gofundme.com/FrP4W1qbPSon-3CITvHZ6e9Ffx4=/1200x900/https://d2g8igdw686xgo.cloudfront.net/30731518_1529623010451995_r.jpg,https://www.gofundme.com/f/save-almost-home?qid=aba8518be6e50e5e90adc75a115b7193,"Dog, Carnivores, Vertebrate, Cavalier King Charles Spaniel, Snout, Toy dog, Working animal, King Charles Spaniel, Fur, Canidae",1
Help for the Animal Shelter in Tobago,"This is Lovely. That's what I called her, because her loving look warmed my heart every time and drew me under the spell of her life and suffering.
Lovely is a stray dog in Tobago who chose the garden of the guest house where I was staying in Tobago to give birth to her pups in peace. She was a very caring, intelligent and protective mother. She even gave ""paws"". This gesture and her collar, indicated that she once had an owner. She had obviously left him because she didn't feel safe there. Or had she simply been abandoned? We don't know ...

Das ist Lovely. So nannte ich sie, weil ihr liebevoller Blick jedes Mal mein Herz erwärmte und mich in ihren Bann ihres Lebens und Leidens zog.",498.75,577.5,556.0,https://images.gofundme.com/gQktm1JbfT6vTHa2bmvDtzU5CbI=/1200x900/https://d2g8igdw686xgo.cloudfront.net/79091943_1711295624466818_r.jpeg,https://www.gofundme.com/f/hilfe-fur-tierschutzheim-in-tobago?qid=6666208d2db96145b81edbb21e4dfc65,"Dog, Carnivores, Vertebrate, Snout, Working animal, Canidae, Terrestrial animal, Fur, Whiskers, Puppy",0
Help Save Valley Humane Society!!!,"Valley Humane Society is a local no-kill, not-for-profit animal shelter that has been helping animals and people since 1966. The shelter has changed management a few times and is currently run by my mother, Crystal Armioia. My mom has been through so much; she is so strong, brave, bold, and compassionate, and that animal shelter is her whole heart. My mom faithfully runs the shelter full-time, but not just that. She works two full-time jobs so that she can receive healthcare and help the shelter as much as she can. She has put many years of blood, sweat, and tears into it. She has helped so many in the community with rehoming pets, spaying, and neutering. They give out dog food when they can. The shelter does their best in not only helping the animals but the community too. We also have an amazing set of volunteers and employees at the shelter who also all have full hearts for all of the animals and OUR community.",1150.0,6000.0,8.0,https://images.gofundme.com/fEQAbep5lvGssPJzgB-45mIag10=/1200x900/https://d2g8igdw686xgo.cloudfront.net/94980451_1758732646228147_r.png,https://www.gofundme.com/f/help-save-valley-humane-society?qid=42e657e08f9b516d3e9ee47c1b3da4c1,"Canidae, Child",0
Help Us Create An Off Grid No Kill Animal Shelter,"Hi, my name is Bionca and my son’s name is Carter. We are a well known Full-time camping family called @Offthegridwithakid on social media. Our story has been featured in major outlets, magazines, newspapers and podcasts. My story of single motherhood, entrepreneurship, homeschooling and rescuing animals while living in a camper has been said to be an inspiring journey that moves people joyously and encourages them to step outside their comfort zones to create their own definition of success and achieve it no matter what! More on our full story: https://www.goodhousekeeping.com/life/inspirational-stories/a27166248/bionca-smith-single-mom-travel-rv/ Our Situation  We are full time influencers and we sell our own products and services. In our spare time, we love privately camping with our rescue dogs and horses but after passionately using our resources and platform for the greater good and learning about the stray animal crisis, kill shelters and kill pens for horses… We feel called to use our resources and platform for the greater good and start an animal rescue sanctuary campground. This is a big responsibility but it’s something we know we’re being called to do because the vision and steps have been given to us and we’ve been getting all the signs that it’s time for us to step up and just do it.  Our Mission  Off The Grid Animal Sanctuary and Retreat is a new nonprofit forming; a rescue and safe haven, and campground to be built for stray puppies, kittens are neglected farm animals. We primarily have experience with rescuing puppies and horses but we’ve had all sorts of animals throughout childhood and beyond. We currently live in a leased RV with 4 rescue dogs (2 of our own and 2 are foster but the only thing that is stopping us from keeping them is not having enough room for them as they’ve grown. Of course we are also attached after rehabilitating them from a young age. We are raising funds to get this start-up off the ground so that we can canvas the streets in the rain or shine to raise awareness and build an animal sanctuary with shelter that can provide immediate safety, treatment, and affection to the animals we want to continue to rescue off the streets in Houston. We are seeking volunteers and homeowners willing to foster and we want to celebrate the people that will foster our rescues and gift them care packages for the animals we don’t have room for at the sanctuary.  Our primary goal is to help abandoned animals get access to a safe and comforting space to regain their strength and socialize as we get to know their personality and find the perfect match for their furever home. ❤️ Working together in our growing foster community, we will gather, and network to find resources, transportation, and reliable and responsible placement for each rescued animal.  Click here to join our new local foster group:  Camping and walking on trails with dogs is celebrated and encouraged whenever possible. Our long term goal is to build up the campground where visitors will have the opportunity to bond and camp with animals in the foster program before they consider adoption.  We aim to cultivate a community of generous positive individuals who are passionate about being of service and helping this organization grow. Will you join us in creating Off The Grid Animal Sanctuary & Retreat? We invite you to watch us grow and camp with us someday soon.  We will be documenting each milestone on our new Instagram page.  Thank you for your support! ❤️ Love, Bionca and Carter",64143.0,150000.0,1049.0,https://images.gofundme.com/TPR6v8OgCQIHE29R2ASl_T-Uztc=/1200x900/https://d2g8igdw686xgo.cloudfront.net/69424005_1688862779324360_r.jpg,https://www.gofundme.com/f/help-us-create-an-off-grid-no-kill-animal-shelter?qid=8dbb1d69a9c640018f0c886ef3ef1c83,"Dog, Carnivores, Canidae, Fence, Herding dog",1
Expand Endangers Animals Shelter: Save More Lives,"Help Us Expand Our Shelter – So No Animal Is Left Behind

Every day, we are forced to turn away animals in desperate need — not because we want to, but because we simply don’t have the space.

At endangers animals, we’ve dedicated our lives to rescuing, rehabilitating, and rehoming abandoned, abused, and neglected animals. Our shelter, once a safe haven for many, is now bursting at the seams. Kennels are full, and cages meant for temporary stays have become long-term homes for some of our most vulnerable rescues.",,,142.0,https://images.gofundme.com/lNrBIOWbypc3Po0MU80oVHPxaCQ=/1200x900/https://d2g8igdw686xgo.cloudfront.net/91030937_1747136393638732_r.png,https://www.gofundme.com/f/expand-endangers-animals-shelter-save-more-lives?qid=c2e790a0025e3c756508668b81bf49a7,"Dog, Vertebrate, Carnivores, Puppy, Animal shelter, Terrier, Canidae, Cage, Snout, Working animal",0
Haven for Tails Helping Local Animal Shelters,"Haven for Tails is a youth-led organization dedicated to caring for all animals. Our mission is to protect, care for, and support animals to give them the second chance they deserve. We do this by supporting shelters.

You can help us in our mission! Even one dollar can help significantly. All funds will be donated to a local animal shelter.",5.0,20.0,119.0,https://images.gofundme.com/HmrZs-D_a7HF3xCEv8tI1eSA1Gs=/1200x900/https://d2g8igdw686xgo.cloudfront.net/91643351_1749175136413414_r.png,https://www.gofundme.com/f/haven-for-tails-helping-local-animal-shelters?qid=1270d883a0d75e895e6b31bc1bc4cb8b,"Carnivores, Vertebrate, Cat, Felidae, Felinae, Paw, Snout, Pet Supply, Tail, Fur",0
Donate to Cover Sherman's Life-Saving Treatment,"Hi everyone,
I’m reaching out with a very heavy heart to ask for help covering the cost of the emergency care that saved my beloved cat, Sherman.

Sherman is a 4-year-old Ragdoll who is truly the sweetest boy in the world. He’s the kind of cat who turns “I’m not a cat person” people into lifelong cat lovers. He’s hilarious, cuddly, and gentle, with a perfect Cindy Crawford-style beauty mark on his face that makes everyone smile.

Sherman started having terrifying breathing episodes. He stopped eating, stopped drinking, didn’t want to play, and was visibly struggling to breathe.",4288.0,10600.0,58.0,https://images.gofundme.com/VcixnhvWbpq7XPlQ5eRTAC2g78A=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93384211_1754485329818598_r.png,https://www.gofundme.com/f/donate-to-cover-shermans-lifesaving-treatment?qid=05451dc5b43081aeb17b15534d4b4c3f,"Cat, Felinae, Felidae, Carnivores, Whiskers, Fur, Ragdoll, Snout, Natural material, Snowshoe cat",1
For Animals shelters in Ireland and we also help sick animal,"Hello everyone. We have known for a long time that animal shelters in Ireland are overcrowded. In recent years, animal homelessness has increased 200%. Every shelter is overwhelmed, there is no space, there is no money (covering the costs of treating dogs at the vet), there is a lack of necessary medicines, food, as well as cleaning products, gloves. Unfortunately, due to irresponsible people, such animals are deprived of love, homes and loving families. We know we can't help much, but at least a little. We are Polish people who live in Ireland and we love helping animals. Me and my friend decided to set up a GoFundMe and help cover at least a little of the costs of shelters in Ireland. We want to try to cover the costs of vet bills for animal treatment, buy food and necessary medicines, and buy necessary cleaning products. That's why we created this collection. We are asking everyone for help. With your help, we can do a lot. BECAUSE IT'S WORTH HELPING.",1144.5,2100.0,403.0,https://images.gofundme.com/Y9P93N79yoMbOX4DxJO6FsFLBKE=/1200x900/https://d2g8igdw686xgo.cloudfront.net/82337153_1729028786221778_r.jpeg,https://www.gofundme.com/f/for-animals-shelters-in-ireland?qid=ddf8620626e07595da539a804bd34b9a,"Dog, Carnivores, Vertebrate, Snout, Black, Working animal, Terrestrial animal, Canidae, Whiskers, Fur",0
Un espoir de vie pour Willy...Help Willy beat cancer!,"*Translation in English at the end*
Merci à tous ceux qui ont soutenu Willy lors de la première collecte. Grâce à vous, nous avons pu franchir une première étape essentielle : faire une biopsie et traiter le début de l’inflammation. Malheureusement, nous venons d’apprendre que c’est un cancer.

Pour ceux qui n'ont pas encore entendu parler de lui, Willy est notre chat que nous avons adopté il y a 4 ans à la SPA. Nous avons découvert un compagnon extraordinaire : câlin, sociable et incroyablement drôle.

Willy est un chat qui aime les gens. Il nous accueille toujours à la porte, il adore les câlins et donne des petits coups de tête quand on arrête. Dans les moments difficiles, il sait nous donner du réconfort.",336.0,1890.0,11.0,https://images.gofundme.com/Cc0iDHUpvFpVXVddAUC8rlLTHnM=/1200x900/https://d2g8igdw686xgo.cloudfront.net/94857419_1758473633804526_r.png,https://www.gofundme.com/f/un-espoir-de-vie-pour-willyhelp-willy-beat-cancer?qid=42e657e08f9b516d3e9ee47c1b3da4c1,"Cat, Felidae, Felinae, White, Whiskers, Vertebrate, Snout, Fur, Close-up, Carnivores",0
Tonkawa Animal Shelter,"I created this GoFundMe to help the Tonkawa Animal Shelter either move her shelter completely, or figure out a way to prevent flooding every single time it rains. She has this problem yearly! The simple solution at this point, it to move her shelter to another location.  Each time it floods, she has to evacuate the shelter and find other places to place the animals until the shelter is back in working order. This year, the shelter is over half way under water. Who knows how long it will take for water to recede and how much damage she is facing. 

Suzanne is an amazing ACO and cares deeply for animals. She has been with theTonkawa PD as the Animal Control Officer for several years and made bounds of improvements to the shelter, including changing it to a no-kill shelter! Let’s spread the word and get some funds raised to help this wonderful ACO some relief from the yearly flooding.",1550.0,50000.0,2326.0,https://images.gofundme.com/R1Ii32Dop7Z2ltO2_TPrfZyy6YQ=/1200x900/https://d2g8igdw686xgo.cloudfront.net/39387150_1558472178547792_r.jpeg,https://www.gofundme.com/f/tonkawa-animal-shelter?qid=24b7fcc1b75d583a5827127644c1df23,"Flood, Floodplain, Wetland",1
Help Patrick Mahomes Walk Again,"Hello , my name is Patrick Mahomes, yes I’m named after the football player, don’t blame me blame my dad. About a week ago, a car hit me while I was outside my home which lead to 3 out of my 4 legs being fractured, and an injury on one of my ears which can lead to my head. I went to the hospital and was told I’d need surgery, physical therapy, and other stuff if I’d ever want to walk on my 4s again. We didn’t have enough money for all my procedures, treatments, medications, and surgery out here so we have been driving down to Tijuana, Mexico. The first surgery didn’t go well and we hope to get serviced out here in the bay instead. My dad doesn’t have to fully cover everything that’s to come and for that he is grateful for any help.

— Mahomes is a great puppy. He’s had a really hard life. He’s been to the dog park once. He’s felt real grass and dirt only a couple of times. He is sensitive and careful with who touches him due to the accident. It has been hard, especially driving down to another country. I’ve put my job at risk, I’ve lost my home, car, I’ve maxed out my CC’s, even the care credit vet clinics provide, and much more but all I really care about are my dogs. If you’d like to fully take care of his surgery, or feel like he’s yours after helping me out, we can come to an agreement. I just want him fixed and I refuse to let him go into an animal shelter, though they’d fix him, he’s been with me his whole life and I can only imagine the worry he’ll have of not seeing me or a familiar face ever again.",98.0,3000.0,56.0,https://images.gofundme.com/n8VEPhNt7sMNyvjN0an5FBAbECk=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93440763_1754577963122354_r.png,https://www.gofundme.com/f/help-patrick-mahomes-walk-again?qid=db1df4815572813bdc727e97ce0d912e,"Dog Clothes, Dog, Fur, Toy dog, Dog Supply, Pet Supply, Toy, Canidae, Tail, Plush",0
Help support Michelle Caron's Recovery,"Hi Everyone,

I am doing this GoFundMe on behalf of Michelle Caron. As most of us know, Michelle has dealt with diabetes for the majority of her life. She was fortunate to get a transplant years ago, and up until the past several years, she was going about her day-to-day life like most of us. However, several years ago, she had to get put on the transplant list again for a new kidney and has had to go to dialysis several times a week for several hours a day. Through all this, she continued to volunteer at the local animal shelter as well as get her degree in Business Administration. She didn't let her health stop her from doing things she wanted to do.",2360.0,12000.0,19.0,https://images.gofundme.com/KRz_NMrIrDLfRgwKw-d67O34hqY=/1200x900/https://d2g8igdw686xgo.cloudfront.net/94606721_1757778318899860_r.png,https://www.gofundme.com/f/support-michelle-carons-kidney-transplant-recovery?qid=44fddf1546ad54ab55343e8b2894382c,"Dog, Smile, Facial expression, Happiness, Tooth, Carnivores, Toy dog, Comfort, Puppy, Blond",1
Glebe Farm Animals Support Fund,"Glebe Farm is a free entry community farm in Congleton, Cheshire. We have a small collection of farm animals, many of which have come to us from rescue situations or are living out their retirement with us. Normally we enjoy a lovely busy summer with lots of visitors buying treats to feed to the animals or enjoying a tractor ride. These funds go to look after and feed all our animals but this year due to Covid 19 restrictions our funds and visitor numbers have been drastically reduced. We just need a little bit of help to get us through this latest lockdown, we have big plans for the future to develop into a free to enter countryside and farm education centre and will run paid encounters, school visits, parties and holiday clubs. This will secure the future of the farm but at the moment we are unable to implement any of this due to the ongoing lockdown restrictions. 

If you would like to contribute we would be so grateful and all money raised will go directly to feed and care for the animals, as well as make some much needed improvements to their housing. We will post regular updates on our Facebook page, Instagram and are setting up our own YouTube channel with educational videos about our animals. We are also launching our brand new animal sponsorship scheme which will be up and running soon on our website

If anyone has any questions about our campaign or have any fundraising ideas you can email me at or call me on 07517 127284.

Thank you for all your support
Libby Jackson, Animal Manager, Glebe Farm.",2408.75,6250.0,1707.0,https://images.gofundme.com/38SL8ZU_ajzIOxQ40vqiYTNb818=/1200x900/https://d2g8igdw686xgo.cloudfront.net/54221910_1611945921146836_r.jpeg,https://www.gofundme.com/f/glebe-farm-animal-shelters-renovation?qid=c8c809e595ee1756937b94b8bd654c62,"Goats, Goat, Snout, Terrestrial animal, Fur, Livestock, Bovinae, Animal shelter, Fence, Mesh",1
saving food and veterinary care for Heide Animal Rescue,scam… don’t donate to the Uganda young men abusing animals and starving them for donations..,1073.0,200.0,534.0,https://images.gofundme.com/BYL80CyAgR1Bl9oCRiDi_pt6KFM=/1200x900/https://d2g8igdw686xgo.cloudfront.net/79556103_171331099264228_r.jpeg,https://www.gofundme.com/f/support-animal-shelter?qid=54a80c3c35ee527d2dd231684a3b567b,"Dog, Carnivores, Vertebrate, Street dog, Working animal, Canidae, Snout, Herd, Ancient dog breeds, Animal shelter",0
Keep incredible indies going while their mama recovers,"Hello beautiful people

For those that don't know me yet, I am Leonie.
Im from the Netherlands but settled in Goa, India , to help the stray dogs and cats.

After years of volunteering in various animal shelters, I decided to set up my own foster home, called Incredible Indies.

At Incredible Indies I have 16 resident dogs and 3 cats, all from difficult rescue situations. Some are paralysed, some have 3 legs, some are traumatized and need special care, etc",1361.8500000000001,1890.0,54.0,https://images.gofundme.com/X8UQuWMctvswyc5BBCxZ9VPxKa0=/1200x900/https://d2g8igdw686xgo.cloudfront.net/93494491_1754742047790268_r.png,https://www.gofundme.com/f/keep-incredible-indies-going-while-their-mama-recovers?qid=a3d3014d3624c7c20bb3187cd0a7e5a2,"Dog, Carnivores, Smile, Tattoo, Happiness, Canidae, Necklace, Vacation, Temporary tattoo, Leash",1
help me pay big fine,Worked 1 year fixing house to save money I did not have.. ended up being fined - 5000€,,,83.0,https://images.gofundme.com/e-G9o6GLWzUL9lB7U_aqFh73yls=/1200x900/https://d2g8igdw686xgo.cloudfront.net/92599517_1752240284184471_r.jpg,https://www.gofundme.com/f/animal-shelter-fees-wb72e?qid=8dbb1d69a9c640018f0c886ef3ef1c83,"Hand, Finger, Nail, Bird, Thumb, Songbirds, Beak, Feather, Passerine, Old world flycatchers",0
